1.0487,-0.40023,1.1941,0.37113,0.40761,0.97441,-0.05841,0.86172,-0.69729,0.28875
0.78085,-0.38563,0.5212,0.22736,0.57011,0.64126,-0.55001,0.70402,-0.48584,-0.56462
0.64151,-0.54785,-0.083796,-0.59852,-0.017694,0.29974,-0.72081,0.83855,-0.69483,-1.1348
0.45362,-0.80022,0.68048,-0.081743,0.1366,0.90756,0.27768,0.3693,-1.2612,-0.23558
0.93754,0.10609,0.36195,0.086646,0.28751,0.51864,-0.056871,0.91457,-0.81933,-0.54285
0.072619,-0.50826,0.052991,-0.083351,0.32877,0.84063,0.24153,1.4689,-0.53552,-0.23068
0.41813,-0.56068,0.48184,-0.36166,0.26846,1.0229,-0.59179,0.84484,-1.2685,0.25563
0.98847,-0.56986,0.57945,0.052486,0.94272,1.0787,0.092509,0.81262,-0.5044,-0.11286
0.47741,-0.35007,0.34066,-0.72894,0.15341,0.84224,0.5797,1.6193,-0.8629,0.30267
0.45596,-0.13514,0.34826,-0.61021,0.32554,1.4313,-0.15367,0.87511,-0.76445,0.14605
0.71412,0.17208,1.1042,-0.45058,-0.14628,0.71333,0.10546,0.67079,-1.7087,-0.0012641
0.82048,-0.86079,0.90806,-0.27272,0.36061,0.7229,-0.038093,0.93462,-1.3997,0.11633
0.50152,-0.97378,0.29869,-0.74675,0.34131,0.48687,0.24827,1.0937,-0.47759,-0.5505
0.58082,-0.45642,0.39797,-0.72352,0.35547,1.0014,1.0406,1.0823,-0.83659,0.31986
1.5268,-0.38002,0.1789,0.19585,0.024177,0.36696,0.29683,1.2726,-0.85312,-0.14552
0.5682,-0.50504,0.22966,-0.45881,0.45385,0.91677,-0.28925,0.63678,-0.76699,-0.071874
0.52751,-0.30012,1.0744,-0.52264,-0.39385,0.63464,-0.60877,0.5844,-0.73884,-0.19188
-0.049981,-0.75521,0.45406,-0.30057,0.11476,0.80184,0.078609,0.59091,-0.24567,-0.32047
0.78397,-1.137,0.37092,-0.21694,-0.3031,1.3913,0.71665,0.66178,-0.86694,0.59521
0.21681,-0.96612,-0.44821,-0.41823,0.27236,1.313,0.63008,1.1911,-0.0041326,-0.11948
0.7221,-0.27553,-0.089093,0.16296,0.83638,0.71736,-0.63977,0.62768,-0.41862,-0.1187
1.2174,-0.5896,0.60471,0.39388,0.15018,0.21669,0.049318,1.2797,-1.4746,0.0082196
0.058308,-0.69884,1.1273,-0.56392,0.12849,0.87898,0.5594,1.0813,-0.7862,-0.27172
0.75461,-0.40324,0.78992,-0.55345,0.040926,0.96642,-0.50006,0.3481,-0.98586,-0.12743
1.4377,-0.51001,0.005675,-0.50386,0.037902,0.42282,0.23148,1.1595,-0.65396,-0.17299
0.6438,-0.29673,0.43026,-0.359,0.62426,0.27506,0.40197,0.89491,-0.94608,-0.70949
0.23802,0.15741,0.28524,0.39852,0.1851,0.75271,-0.27012,0.87561,-0.85362,-0.7309
0.89357,-0.65481,0.55949,0.49312,0.16836,0.64075,-0.0081842,1.2736,-0.91396,-0.054024
1.0572,-0.22262,0.37957,0.1956,-0.65216,0.67035,-0.33328,0.73714,-0.31736,-0.2878
0.02493,-0.44049,0.50936,-0.1545,0.10728,1.1113,0.3351,1.29,-0.45159,-0.21206
0.33688,-0.56125,0.37655,0.61689,0.13259,0.56649,-0.26824,1.0222,-1.2545,-0.34595
-0.26938,-0.88662,0.85675,-0.68137,0.18127,0.95919,0.024682,0.972,-0.38344,-0.37354
0.49909,-0.6598,0.27098,-0.20384,-0.23748,0.72657,-0.32388,0.98777,-0.71696,-0.73292
