0.10714,0.60307
0.093318,0.64985
0.097926,0.70541
0.15553,0.78436
0.21083,0.86623
0.32834,0.92909
0.42972,0.93494
0.62097,0.93494
0.75691,0.91009
0.81912,0.87939
0.80991,0.83699
0.75,0.81944
0.77304,0.85453
0.77074,0.88962
0.76613,0.89985
0.77995,0.83553
0.75,0.79167
0.76152,0.76535
0.81452,0.8326
0.81452,0.88523
0.56336,0.92178
0.49424,0.89985
0.48041,0.8633
0.44816,0.81944
0.42512,0.85746
0.45046,0.89985
0.51037,0.93786
0.49885,0.94517
0.35138,0.93494
0.27304,0.90132
0.23387,0.86184
0.21544,0.85892
0.13479,0.86184
0.074885,0.87208
0.058756,0.87208
0.10023,0.83845
0.12097,0.83114
0.13249,0.8136
0.1371,0.77412
0.11636,0.74927
0.10484,0.72734
0.10714,0.69956
0.091014,0.65424
0.067972,0.63377
0.067972,0.62354
0.093318,0.58553
0.16244,0.57968
0.17857,0.59576
0.14401,0.64254
0.10945,0.64547
0.14631,0.70395
0.14862,0.74196
0.16014,0.77705
0.12327,0.79167
0.10484,0.81506
0.081797,0.82383
0.058756,0.88231
0.095622,0.89401
0.14401,0.88962
0.16936,0.86477
0.16475,0.8443
0.11866,0.83991
0.16244,0.88377
0.23617,0.89985
0.27765,0.9364
0.29839,0.95541
0.33756,0.96126
0.34217,0.95833
0.29378,0.93348
0.25922,0.92471
0.2523,0.94225
0.21313,0.92178
0.20392,0.89108
0.1924,0.88085
0.3629,0.96126
0.4182,0.96418
0.42972,0.9671
0.39055,0.94225
0.39055,0.9364
0.4182,0.92325
0.41359,0.90132
0.41129,0.88816
0.45737,0.86477
0.46659,0.84868
0.50806,0.90716
0.52189,0.92763
0.43433,0.93348
0.44816,0.95833
0.46429,0.97295
0.50806,0.95687
0.52419,0.93494
0.56797,0.92763
0.58641,0.95541
0.59101,0.95833
0.62558,0.95249
0.66244,0.94956
0.69009,0.9364
0.68318,0.92325
0.74078,0.91886
0.76613,0.91447
0.71544,0.89254
0.72926,0.88962
0.74539,0.875
0.73848,0.85015
0.73848,0.83991
0.77995,0.81652
0.8053,0.79898
0.79608,0.79021
0.78226,0.76389
0.76613,0.75658
0.72005,0.84284
0.73848,0.88962
0.74078,0.92325
0.71544,0.93933
0.67627,0.94079
0.6371,0.92178
0.68088,0.91594
0.74078,0.91594
0.75691,0.93786
0.77765,0.95102
0.83295,0.91886
0.77995,0.87208
0.77765,0.85307
0.77074,0.92617
0.67166,0.95541
0.57488,0.94664
0.54493,0.92909
0.50346,0.91447
0.44355,0.92325
0.39055,0.93056
0.33756,0.92617
0.36982,0.92325
0.43664,0.91009
0.53571,0.95979
0.45737,0.95979
0.42281,0.93933
0.40899,0.9057
0.36751,0.90863
0.31452,0.92032
0.33295,0.92471
0.45737,0.92325
0.50806,0.91447
0.4735,0.94956
0.53802,0.96272
0.697,0.95541
0.75,0.95102
0.80069,0.91301
0.82373,0.86477
0.71083,0.86184
0.70161,0.8867
0.6371,0.91009
0.59332,0.9174
0.56336,0.9174
0.54032,0.91009
0.51037,0.88377
0.50115,0.8633
0.48041,0.84137
0.43203,0.85599
0.40438,0.87646
0.36521,0.89839
0.31452,0.89839
0.27765,0.89547
0.26382,0.89108
0.23617,0.875
0.22235,0.86038
0.1947,0.85015
0.17166,0.83406
0.17627,0.81944
0.18318,0.78728
0.16014,0.75365
0.11175,0.74781
0.08871,0.73903
0.093318,0.70102
0.12558,0.68348
0.16244,0.65424
0.12788,0.63085
0.13479,0.58845
0.18548,0.58845
0.1924,0.625
0.13249,0.66447
0.10023,0.67032
0.074885,0.67178
0.070277,0.70541
0.093318,0.72149
0.10023,0.75219
0.065668,0.7595
0.081797,0.77412
0.097926,0.77412
0.82143,0.89693
0.8583,0.84576
0.81452,0.82091
0.78917,0.79898
0.79148,0.74927
0.37212,0.85161
0.35138,0.8633
0.3053,0.85453
0.32373,0.84137
0.28917,0.83406
0.27765,0.82968
0.29378,0.81067
0.29839,0.8019
0.31682,0.84137
0.35369,0.83406
0.35369,0.82383
0.3053,0.80483
0.29147,0.78436
0.26152,0.80044
0.26843,0.80044
0.27074,0.81652
0.2477,0.80629
0.25922,0.78143
0.26152,0.77851
0.23387,0.76243
0.22926,0.72588
0.26613,0.70687
0.303,0.69664
0.29378,0.67909
0.26843,0.66155
0.28226,0.65278
0.31221,0.64401
0.34908,0.62646
0.35138,0.60599
0.37903,0.58114
0.42051,0.55336
0.37903,0.52997
0.34677,0.51828
0.33756,0.52558
0.34677,0.56506
0.3606,0.58406
0.31912,0.62061
0.32834,0.66886
0.33525,0.68202
0.3076,0.73026
0.3053,0.76389
0.31912,0.80921
0.33525,0.82091
0.3606,0.82822
0.38825,0.82237
0.40438,0.79898
0.41359,0.78874
0.37442,0.76828
0.36521,0.76535
0.36751,0.77705
0.36982,0.80044
0.34677,0.79898
0.33295,0.77997
0.33295,0.73903
0.35829,0.69079
0.35369,0.66155
0.36751,0.63962
0.39516,0.61769
0.38594,0.60892
0.43894,0.59137
0.42281,0.57237
0.45046,0.53436
0.46429,0.53874
0.4712,0.59137
0.46198,0.62939
0.43664,0.64839
0.40668,0.67617
0.37442,0.70249
0.35829,0.76243
0.36751,0.73903
0.40668,0.6674
0.42281,0.61184
0.48502,0.59868
0.48041,0.61477
0.50806,0.63231
0.51498,0.64985
0.5265,0.66009
0.55876,0.6674
0.57488,0.67471
0.59332,0.67617
0.6417,0.66155
0.67857,0.63962
0.70392,0.61623
0.72696,0.58699
0.73848,0.55775
0.77995,0.52851
0.78917,0.52705
0.78456,0.55629
0.78456,0.59722
0.75,0.64254
0.73848,0.66155
0.72926,0.67325
0.67857,0.69371
0.66475,0.69664
0.59101,0.70687
0.54954,0.69225
0.53111,0.67471
0.49424,0.65424
0.44124,0.65278
0.42742,0.66886
0.39747,0.6981
0.39747,0.70249
0.46659,0.67617
0.50806,0.68202
0.50806,0.68494
0.54724,0.70541
0.5841,0.70979
0.61175,0.71418
0.66936,0.71126
0.63479,0.68348
0.71083,0.68494
0.6924,0.66447
0.7477,0.6557
0.72926,0.63231
0.73618,0.60746
0.74309,0.5943
0.77304,0.5826
0.7477,0.55336
0.76152,0.54313
0.8076,0.53728
0.81221,0.54605
0.83064,0.57675
0.82373,0.58553
0.79378,0.625
0.77765,0.64108
0.75691,0.65278
0.74078,0.67178
0.72235,0.6864
0.65783,0.6864
0.64401,0.6864
0.59332,0.67471
0.54032,0.89985
0.62327,0.89547
0.65092,0.89108
0.6924,0.88231
0.6394,0.87792
0.54954,0.8867
0.54032,0.89254
0.56567,0.90863
0.63249,0.91594
0.70392,0.90716
0.75,0.875
0.8053,0.79313
0.83756,0.77997
0.86751,0.77558
0.90438,0.77266
0.95276,0.77412
0.97581,0.77705
0.96889,0.8019
0.92742,0.80336
0.88134,0.80044
0.85138,0.80629
0.8076,0.84576
0.80069,0.86623
0.8606,0.85015
0.90899,0.83699
0.92051,0.82675
0.95507,0.82237
0.96659,0.82237
0.96889,0.82091
0.89746,0.81944
0.85138,0.78874
0.85138,0.78582
0.85599,0.83991
0.82834,0.85015
0.60023,0.94079
0.60023,0.94079
0.48272,0.93056
0.25461,0.95102
0.22696,0.89985
0.16014,0.89108
0.17627,0.86038
0.11175,0.86623
0.074885,0.88523
0.054148,0.88377
0.044931,0.91447
0.11175,0.91301
0.10484,0.89693
0.15323,0.88523
0.19931,0.88377
0.06106,0.91155
0.056452,0.89693
0.074885,0.87939
0.093318,0.85892
0.35369,0.71418
0.30991,0.77412
0.27074,0.74488
0.30069,0.6981
0.39286,0.67325
0.40438,0.65424
